tracking_id	enos_nn_db_pp_nt_0	enos_nn_db_pp_nt_1	enos_nn_db_pp_nt_2	enos_nn_db_pp_nt_3	enos_nn_db_pp_nt_4	enos_nn_db_pp_nt_5	enos_nn_db_pp_nt_6	enos_nn_db_pp_nt_7	enos_nn_db_pp_nt_8	enos_nn_db_pp_t_0	enos_nn_db_pp_t_1	enos_nn_db_pp_t_2	enos_nn_db_pp_t_3	enos_nn_db_pp_t_4	enos_nn_db_pp_t_5	enos_nn_db_pp_t_6
0610005C13Rik	0.7014	25.1947	8.1764	2.5644	19.6207	9.261	2.6047	2.3373	1.2838	4.181	6.5626	4.9664	5.7132	2.6583	10.1055	0.4266
0610007C21Rik	91.1485	101.938	81.5291	81.4707	91.623	92.8966	82.9163	81.1696	87.3595	79.5347	86.7921	85.6094	89.0051	73.0017	86.5764	77.85
0610007L01Rik	38.4932	37.9812	30.4959	37.7135	30.0928	33.4605	38.0849	31.9285	40.6698	35.0408	28.8561	33.1757	34.9312	37.7129	30.1937	38.1996
0610007P08Rik	6.2478	6.1036	5.9888	5.6895	6.052	6.5388	5.7287	5.8001	5.5472	5.0735	6.0204	6.5394	6.0025	7.3888	6.2706	5.5898
0610007P14Rik	10.6761	18.5526	16.5737	15.3951	16.9843	16.001	16.651	15.9651	15.8728	13.0942	16.9958	15.3569	18.097	18.933	18.3524	17.7744
0610007P22Rik	15.5353	15.2381	14.3859	15.6914	15.0743	13.4826	15.3292	14.1978	14.9597	15.5658	17.0166	14.0925	13.8027	10.5819	16.0426	15.146
0610008F07Rik	0.0891	1.5638	0.4118	0.4148	1.7797	0.8008	0.1853	0.1723	0.0529	0.3843	0.3016	0.2275	0.2351	0.0854	0.2997	0
0610009B14Rik	0	0.6923	0.9726	0.4286	0.9145	0.2537	0.438	0.1018	0.0937	0.5453	1.0684	0.2018	0.8856	0	0.7963	0.3176
0610009B22Rik	16.0743	18.4776	19.8298	17.9697	22.4537	20.6801	19.1673	17.3881	19.4151	16.2469	19.5944	17.7635	20.0011	15.908	21.2386	16.6763
0610009D07Rik	38.3379	33.5177	31.5609	41.1273	35.1204	38.9182	38.9515	38.0788	39.018	40.724	31.9121	32.1026	36.7258	31.7481	32.4737	42.6257
0610009L18Rik	6.4119	8.3686	5.4175	7.1631	8.3413	6.2417	10.6247	4.6166	6.6778	5.0164	8.0543	6.872	6.351	4.7653	7.9977	5.8784
0610009O20Rik	30.4555	36.1876	30.3941	26.8785	29.5791	27.699	29.2367	26.0247	27.1246	22.5045	25.8154	25.8116	26.9711	27.899	30.4629	29.7264
0610010B08Rik	0.0427	0.0495	0.1089	0.0439	0.0543	0.0735	0.0197	0.0183	0.0337	0.0369	0.0838	0.0911	0.0656	0	0.0833	0.0475
0610010F05Rik	6.3939	6.0047	6.4418	7.2113	6.4757	6.9713	6.803	6.7618	7.051	6.5136	6.4883	7.4822	6.8778	8.4843	5.4975	5.8661
0610010K06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0610010K14Rik	44.4582	38.1791	36.5063	45.2005	35.052	39.9884	35.1784	41.8405	39.5055	37.351	40.7539	39.2386	39.3074	36.0525	41.3118	48.8906
0610010O12Rik	46.9627	83.3838	74.4963	54.7553	110.029	59.4596	92.1618	46.8111	74.3031	46.4725	73.0183	43.1003	80.1028	26.8593	96.1015	97.1762
0610011F06Rik	14.6637	41.7192	32.8057	19.6386	59.2884	30.7944	22.1399	18.6562	19.6146	19.7253	31.3714	23.0617	27.1599	11.614	39.4153	18.5929
0610011L14Rik	13.0041	12.7456	11.4472	12.5153	12.0123	11.0505	11.9191	13.275	11.1845	12.0136	11.2927	12.0901	12.1703	11.817	11.6316	12.4091
0610012G03Rik	17.5653	21.4032	20.901	19.5607	25.1354	16.6641	21.6383	19.15	18.9997	19.8385	23.7602	17.2043	23.7868	18.9574	23.8191	16.9357
0610012H03Rik	0.3439	7.9818	3.7394	0.4646	6.2562	2.5257	0.9816	0.6903	0.947	1.3028	2.582	2.0595	1.7684	2.6514	3.9541	1.0918
0610025J13Rik	0	0.5588	0.1227	0.1236	0.1538	0.0512	0.4419	0.154	0.1891	0.3438	0.1347	0	0.6833	1.3815	0.2009	0.1602
0610030E20Rik	9.0487	7.8845	8.1799	7.3693	7.2748	7.3357	8.4036	7.8653	8.3222	8.3135	9.1081	9.5801	8.2379	7.928	8.267	8.3439
0610031J06Rik	67.2563	62.8024	74.7879	73.0747	70.5547	69.6951	67.0595	68.1295	70.7269	63.1769	69.9017	66.4867	69.581	65.9588	68.2571	65.404
0610037L13Rik	18.2576	17.2388	15.3872	20.9839	20.2367	21.3535	20.6557	18.4607	19.1021	20.6714	15.1878	21.6494	18.5754	19.4259	19.5629	26.8693
0610037P05Rik	23.1258	22.7808	21.7788	24.1254	22.0713	21.482	27.8465	20.6695	27.1042	24.0562	20.43	21.046	24.7293	29.689	22.0305	26.5078
0610038B21Rik	0.1813	0.2767	0.2084	0.4198	0.6372	0.35	0.0941	0.1456	0.3217	0.0783	0.687	0.2895	0.1791	0.2216	0.6831	0.212
0610039K10Rik	1.4683	0.4061	1.4262	1.3767	0.9436	0.6947	1.5525	1.0943	1.0076	0.7998	1.0445	1.0851	0.9678	0.9681	1.1678	1.242
0610040B10Rik	1.8795	2.9764	1.9537	2.1326	2.885	3.457	1.3079	1.898	1.4971	1.9731	1.4293	2.3921	1.7958	0.949	1.2408	1.832
0610040J01Rik	4.2029	15.7501	13.2053	5.5324	21.5676	8.328	10.5516	7.3734	12.1666	6.4454	9.3596	5.7867	14.9086	6.9739	13.3685	7.697
0910001L09Rik	39.7124	46.4413	46.3343	51.286	55.4329	47.5912	55.9186	42.7704	42.1529	40.9138	45.29	44.2811	48.7724	28.4143	50.8632	47.9685
100040852	0.4445	0.1394	0.2735	0.152	0.3216	0.3185	0.1536	0.4353	0.277	0.3094	0.228	0.1973	0.1787	0.5027	0.1959	0.2142
100041085	1.1328	3.4311	3.5211	1.7291	3.8836	1.4173	1.5694	1.2905	1.1548	1.1317	2.4843	1.606	4.1331	1.5297	3.8384	0.8278
100041515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100042802	0	0	0	0	0.0589	0	0.0319	0.0296	0	0	0.0388	0.0589	0.0607	0	0	0
100043387	0	0	0	0	0	0	0	0	0	0	0	0	0.0279	0	0	0
100043580	1.7499	0.6732	0.7595	0.935	1.2723	1.1213	1.972	0.776	1.2989	1.225	1.3901	1.7439	2.3809	0.6232	1.5651	1.0272
1010001N08Rik	0	0	0	0.0264	0.0219	0	0	0	0.0405	0	0	0	0	0.0337	0.1147	0
1100001E04Rik	0.1946	0.0564	0.3306	0.0333	0.4816	0.1672	0.299	0.1387	0.562	0.3363	0.4179	0.1935	0.2134	0.2352	1.0119	0.5773
1100001G20Rik	5.8865	0.1873	0.3279	1.982	0.5534	1.0707	0.1463	5.7327	2.1354	18.4175	1.4391	0.8027	3.7549	1.7186	2.3201	28.6593
1110001A16Rik	9.2052	11.2634	9.9666	10.4098	13.0433	10.2514	14.7528	9.5488	12.4495	9.7965	9.7204	8.6774	11.7314	17.202	11.3714	12.8974
1110002B05Rik	94.3512	72.3315	85.1689	81.2303	77.2719	92.6962	76.8286	84.0773	76.998	72.5918	73.8912	84.0178	68.9276	82.0158	66.2447	57.6023
1110002L01Rik	3.0549	4.3456	3.1691	2.9015	4.2024	3.2731	3.9634	3.4347	3.3742	3.3421	4.7664	4.0568	3.9554	4.2991	4.2927	3.4951
1110002N22Rik	3.9345	5.2488	4.5694	5.7847	7.1353	5.1657	5.4467	4.882	5.4658	5.0463	4.8365	4.2922	6.1911	3.7777	5.8611	5.8105
1110003E01Rik	54.46	51.6576	45.0382	56.3966	44.0754	48.57	56.1996	43.8098	53.3236	44.6958	52.0728	49.8955	42.4942	49.4892	47.2485	50.8011
1110004E09Rik	11.5183	14.7782	13.0755	11.7014	14.8407	11.3028	12.6407	10.8732	13.4946	12.1593	11.679	12.0486	15.2576	11.1808	14.8965	18.8548
1110004F10Rik	57.8537	61.0347	49.5856	58.702	54.3048	56.5116	63.6212	54.4964	59.4253	59.8577	45.9355	53.3737	54.0909	52.672	48.0417	61.1608
1110005A03Rik	13.1765	11.5279	13.7669	13.2731	16.107	13.4366	12.4568	12.7382	14.0006	13.2912	13.2414	11.4377	14.3336	15.1675	13.2192	15.2125
1110006O24Rik	2.1954	4.0317	2.1537	1.8595	1.8671	1.7276	3.0441	1.0936	3.9088	2.5802	2.281	2.2281	2.6984	0.9518	3.945	2.3419
1110007A13Rik	13.3581	12.9168	13.9845	15.3287	13.0789	12.9532	12.1146	13.0306	12.359	12.7658	14.0781	13.7461	12.7596	13.832	14.3522	13.9764
1110007C09Rik	44.0772	30.4841	33.4457	41.5995	33.9466	32.0856	31.4676	46.4052	44.3486	43.3634	36.7363	29.2658	32.6126	25.8988	35.311	38.5921
1110007L15Rik	36.0163	36.0145	26.9278	33.1378	31.3771	31.4697	39.9138	32.3281	38.7037	34.3108	28.3834	28.6029	33.9379	30.8433	33.6597	41.3498
1110008E08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110008F13Rik	19.7452	16.0089	18.4471	23.0529	21.1457	18.8299	18.6767	19.6069	19.7246	21.3069	26.9448	21.0814	24.0274	16.3717	23.1446	20.0765
1110008J03Rik	4.0956	5.9397	6.8913	4.7418	7.6797	5.4142	5.7602	4.8038	6.0035	3.5743	7.8351	5.3172	5.7164	3.5275	6.7461	4.3737
1110008L16Rik	1.8529	4.3023	2.994	3.518	4.1669	3.3111	2.8388	2.7279	2.8605	2.6378	2.5123	2.5029	3.2702	1.7077	2.4281	2.7686
1110008P14Rik	25.6966	34.4806	36.9865	26.2225	38.8574	29.1818	48.0178	24.6462	44.6578	25.4722	38.3538	26.7411	41.0331	21.0668	40.3426	56.9627
1110012D08Rik	11.1944	8.45	8.6083	10.5843	8.3334	9.6392	8.0576	10.5178	11.3568	9.7433	9.1005	9.1052	7.594	7.7962	8.9779	8.2567
1110012J17Rik	6.3386	11.6199	6.9755	6.5554	6.8691	6.0925	12.2177	4.7825	8.4436	8.669	5.498	5.8911	6.5578	6.9129	7.5451	11.071
1110012L19Rik	16.9504	19.6698	14.4399	15.7081	18.8569	16.1602	17.8916	13.982	18.34	13.6795	16.2681	13.6134	15.538	17.326	16.7999	16.4681
1110014N23Rik	11.7516	12.4776	13.2409	13.1612	13.2837	11.787	13.4331	12.64	13.7667	13.0863	13.2622	13.057	13.4649	9.7871	14.1982	14.9348
1110015M06Rik	0.7266	0.1691	0.1114	0.374	0.3407	0.187	0.1341	0.4357	0.4585	0.7108	0.3264	0.3403	0.5423	0.0473	0.8114	0.2591
1110017D15Rik	0.8588	0.2845	0.0988	0.1991	0.4326	0.5376	0.1337	0.564	0.5336	0.8328	0.0914	0.3429	0.2968	0.4367	0.2698	0.2153
1110017F19Rik	2.7772	9.4627	8.8865	3.5455	11.8611	4.4348	8.5266	2.7052	7.0721	4.467	8.2411	3.1141	9.1022	4.9955	7.7493	5.1763
1110018G07Rik	10.8108	12.6277	12.1725	11.7674	11.3064	10.881	11.6949	11.2174	10.6108	11.6146	11.5706	11.9209	11.2961	12.6913	10.7371	17.5277
1110018H23Rik	0	0	0	0	0	0	0	0.0279	0	0	0	0	0	0	0	0
1110018J18Rik	32.4671	27.3703	30.6367	28.584	29.7609	29.6068	29.4292	29.0404	29.5962	24.2345	34.2292	31.0128	28.0011	32.3298	25.5452	25.8745
1110020A21Rik	0.9669	2.2354	1.3533	1.4995	1.3582	1.0717	1.3846	0.9625	1.4596	1.0508	1.0406	1.1779	1.8544	1.7701	1.4771	1.2957
1110020C17Rik	0	0	0.0466	0	0	0	0.042	0	0.0359	0	0	0.0387	0.04	0	0	0
1110020G09Rik	6.4803	16.3964	13.0453	7.51	19.4679	9.9327	8.7455	8.0107	5.6545	7.0337	11.5917	8.1136	12.4128	9.1626	11.3117	5.4243
1110020P15Rik	198.564	316.643	325.002	236.568	476.851	244.908	318.793	250.907	234.633	240.276	317.47	201.329	395.683	168.975	334.237	208.846
1110021J02Rik	9.1078	8.4362	8.4574	8.4123	9.1002	8.4157	10.2743	8.2317	9.3746	8.2873	9.3146	10.0467	7.6379	10.2512	6.8985	10.6182
1110021L09Rik	4.509	4.7098	6.0781	3.2218	5.9624	4.8375	5.3996	4.3681	4.8466	4.6985	5.5473	4.7677	5.9503	5.8098	5.0893	4.6855
1110028C15Rik	3.6671	7.3888	6.2175	4.255	5.9113	5.9101	5.3195	4.4939	5.1955	4.6754	6.4579	5.8609	5.6046	7.0436	6.3702	7.7099
1110028F11Rik	0	0.0252	0.0221	0	0	0	0.02	0	0	0	0	0.0185	0	0	0	0.0193
1110031I02Rik	8.751	17.1234	12.6449	8.8275	12.2984	11.2534	16.0492	10.374	11.369	10.2983	9.6297	8.636	10.9303	10.6677	12.7157	13.5683
1110032A03Rik	15.0022	21.2883	15.5529	16.8718	19.9292	16.3912	21.9716	13.7252	16.454	15.196	14.4893	14.1196	16.5881	15.2438	15.9079	20.9134
1110032A04Rik	0	0	0.0297	0.0299	0	0	0.0268	0	0.0459	0.2011	0.0327	0	0.0511	0	0.2923	0
1110032A13Rik	28.5425	27.6537	28.3462	31.7003	28.2285	26.9649	27.8597	23.8182	29.017	23.7784	28.239	27.1414	30.4374	19.9235	26.8028	20.4484
1110032F04Rik	0	0	0	0.0396	0	0	0.0178	0	0.0152	0.0666	0	0.0493	0	0	0.0215	0
1110034A24Rik	2.3077	2.5966	1.9376	3.0141	2.8111	1.6808	2.4629	2.5746	2.5637	2.4269	3.0361	1.9234	2.1297	2.2038	2.537	2.3277
1110034B05Rik	6.321	5.579	5.9191	6.271	8.1229	7.5509	7.3382	6.6334	8.8397	8.7222	5.2427	6.3348	6.615	7.308	6.9219	8.9126
1110034G24Rik	4.9447	4.3135	4.6567	5.3083	4.0638	4.8477	6.0939	4.8405	5.7389	4.7564	5.3153	5.1733	4.0007	3.7731	4.7717	5.6977
1110035M17Rik	1.8845	1.8064	1.4613	1.9629	2.1495	2.809	1.4182	2.845	1.6834	1.6212	2.6736	1.7009	1.9709	1.6059	1.9908	1.0565
1110036O03Rik	13.8124	7.8323	11.9361	13.2519	13.3922	11.0637	13.0655	12.1952	14.6599	11.5208	13.6358	13.2477	10.9314	11.1789	12.1023	10.0021
1110037F02Rik	8.4481	8.356	9.2568	8.4658	7.6585	8.6892	8.124	9.0078	7.1823	7.9852	9.1343	9.2266	7.9523	10.0033	8.3201	7.0913
1110038B12Rik	10.3457	12.2912	10.3078	16.3462	12.3414	8.9684	10.6055	12.4455	12.509	16.0969	6.7202	8.8168	12.2596	9.9984	11.4883	15.8685
1110038D17Rik	11.5185	16.7275	12.4925	11.8324	15.5415	10.6162	10.6396	10.9586	11.1485	11.1436	10.9157	11.0919	12.8079	7.3358	13.6922	8.595
1110038F14Rik	40.2259	29.4185	32.9687	34.3787	28.5425	36.0028	33.0972	42.0068	37.5879	34.0803	31.2216	33.3728	31.4933	34.8836	30.4805	55.2031
1110049B09Rik	0.0223	0.0194	0.017	0	0.0142	0	0	0.0286	0	0	0	0	0	0	0	0
1110049F12Rik	27.0806	30.0687	23.3995	23.8447	23.5777	22.792	29.8449	21.916	31.1346	25.1985	23.9383	23.626	21.8484	27.1018	22.1104	30.2363
1110051M20Rik	7.0215	8.1929	7.5929	7.8313	7.9127	7.9233	9.902	7.8762	8.986	7.3296	7.7995	8.4709	8.2575	8.41	7.9549	9.9491
1110054M08Rik	2.8966	4.3874	3.1758	2.9267	4.1253	3.4921	4.3187	2.5442	3.852	4.5406	3.4143	3.1926	4.0509	3.5353	3.319	2.7054
1110054O05Rik	7.243	8.331	8.0873	8.9439	7.9221	7.8021	8.2849	8.5724	8.3515	7.8399	7.47	7.5414	7.4174	8.6355	6.5109	7.8486
1110057K04Rik	12.6084	13.8266	14.1229	13.18	12.8387	11.9862	15.7264	11.4426	15.1042	12.0932	14.1784	15.3316	15.1546	21.2903	13.6603	17.7652
1110058L19Rik	22.2364	21.1484	21.3983	20.723	23.9406	25.2819	25.9851	22.9472	21.761	17.0019	22.0867	22.3682	24.4024	21.0258	18.6328	20.2745
1110059E24Rik	17.8597	12.9081	14.5507	18.6012	13.6909	16.3733	15.2559	17.1024	14.9715	15.2488	15.4968	18.2752	15.1273	23.1394	13.8575	17.2423
1110059G10Rik	6.2471	5.1936	4.4328	5.4382	4.6797	5.3185	6.0545	6.1402	6.287	6.1542	4.7086	5.174	5.6733	8.514	4.8454	6.1563
1110059M19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0542	0
1110065P20Rik	31.4356	36.9937	32.3098	38.1008	35.8889	30.3615	52.669	28.9035	44.5501	34.3855	30.0272	28.6659	39.2724	21.9001	37.4604	42.1584
1110067D22Rik	40.355	28.1519	26.9752	33.5869	23.1325	35.0657	33.8863	28.7858	30.97	27.2751	34.6357	29.5973	28.2781	49.4047	31.5097	34.2907
1190002A17Rik	0.263	0.1911	0.2351	0.3045	0.168	0.0282	0.2123	0.0845	0.2593	0.0378	0.2953	0.252	0.4041	0.8579	0.1101	0.2051
1190002H23Rik	13.6035	18.2328	6.1044	27.3558	13.7462	7.6414	9.9857	12.7204	18.9602	7.262	9.4429	8.1134	13.0769	17.6816	8.092	8.8402
1190002N15Rik	8.4238	8.578	8.9385	8.0527	8.3687	7.361	9.5536	7.3947	7.4321	8.1604	8.8298	7.8552	8.6933	8.056	8.2045	6.7297
1190003J15Rik	0	0.3093	0.0904	0	0.8339	0.075	0	0	0.3479	0	0.1987	0.0747	0.0773	0.1108	0.6907	0
1190005F20Rik	5.2629	6.1977	9.9675	5.2775	7.2081	6.6221	6.214	7.1982	5.1332	5.0612	9.8489	7.9953	7.6629	8.4559	10.7281	9.9107
1190005I06Rik	0.422	1.2055	0.4882	0.9836	1.976	0.7438	1.4631	0.6123	0.689	0.8182	0.8043	0.6057	1.1135	0.4015	0.6215	0.6369
1190007F08Rik	34.9577	52.7351	42.2457	44.4152	42.6875	37.0592	63.526	35.4291	50.2216	41.0456	39.3162	35.4829	41.6952	34.3647	36.2015	48.1982
1190007I07Rik	5.4353	6.446	5.9246	5.9799	7.8818	5.4334	7.1943	4.677	5.9427	5.6165	5.9407	4.442	6.477	6.8657	7.4292	7.919
1200009I06Rik	11.4647	4.4659	7.9564	9.0886	8.4153	6.8219	7.0392	8.0036	7.4774	9.3598	9.8047	8.4348	9.1756	4.7418	11.2941	10.9152
1200009O22Rik	16.6506	4.4549	9.5974	15.7462	6.0295	11.7753	8.7848	9.0169	11.9214	9.8215	21.0784	13.1541	11.2157	7.3027	17.3736	5.0969
1200011I18Rik	15.1164	13.7225	11.1302	12.0361	10.001	13.2817	12.3905	14.8515	12.4511	13.3905	9.9241	12.0102	10.6447	15.7903	10.9553	10.7063
1200011M11Rik	8.2196	5.8547	6.6254	6.9233	6.0193	6.5564	6.9487	6.4587	6.1044	6.4512	6.376	6.3192	5.6903	9.7627	6.5959	7.0746
1200014J11Rik	4.5709	4.5888	4.6902	4.9433	4.2962	5.0733	4.393	4.7473	4.7577	4.6735	5.1383	5.198	4.6181	5.6495	4.1482	3.8043
1200014M14Rik	6.9986	7.2724	7.6201	6.3231	6.5084	7.3449	7.7601	8.491	7.4103	6.9263	7.1007	6.5081	6.4453	7.5412	5.5768	7.6506
1200016B10Rik	6.7162	4.4473	5.4585	4.0753	5.7854	5.28	5.1465	5.9585	4.9315	5.2045	5.0743	4.5764	4.8053	8.3954	5.477	5.3711
1300001I01Rik	12.7422	22.8668	19.9372	15.8158	26.4439	15.35	15.2659	14.2336	15.4733	16.2553	18.5323	15.6574	22.5074	11.7808	24.5632	13.1121
1300002E11Rik	2.7381	3.6173	2.9715	2.5431	2.9837	2.5063	3.1801	2.9614	3.1262	2.7444	2.5454	3.3483	2.9189	2.8744	2.8365	3.1429
1300002K09Rik	0.1447	0.5502	0.2764	0.4176	0.5061	0.2332	0.2	0.2899	0.4379	0.1875	0.1367	0.3236	0.5712	0.2329	0.2417	0.1569
1300003B13Rik	5.9366	5.4571	4.2975	5.4406	5.7181	6.2402	4.7133	6.0229	6.0135	4.2707	4.894	4.1977	4.8429	6.7597	4.716	4.1134
1300010F03Rik	17.356	26.0786	19.1131	20.4314	23.4213	18.006	22.5657	15.3179	19.5204	18.2241	16.1634	18.1176	19.8862	22.5005	19.6233	21.9711
1300014I06Rik	33.0417	22.6362	25.3271	35.863	17.2709	25.3745	37.8018	25.6724	37.5916	32.5649	37.3342	28.1373	22.5396	34.9367	30.0366	46.6118
1300015D01Rik	0	0.0163	0	0	0	0	0	0	0	0.0487	0.0158	0	0	0.0372	0	0
1300017J02Rik	0.0587	0.0256	0	0.0452	0.0187	0.0189	0.0203	0.0188	0.1215	0	0.0494	0.0375	0	0.0868	0	0.0196
1300018I17Rik	9.4774	8.5529	9.772	10.4821	10.6607	9.3516	9.2794	9.2027	11.1273	10.5472	10.0813	10.9743	12.2247	7.0389	10.1645	9.6247
1300018J18Rik	6.6071	10.5169	8.0142	7.3971	10.128	7.3846	9.236	6.5584	7.8584	6.8777	8.4279	6.7656	7.9916	5.9561	9.0891	8.5784
1500001M20Rik	5.8645	13.4534	8.2537	8.5495	12.5265	8.0499	7.4861	8.1702	9.4402	5.9565	8.9138	7.0598	9.2565	7.1164	9.475	7.3972
1500002F19Rik	2.423	2.0341	2.2946	1.969	2.9187	2.3289	1.3749	2.4865	2.6162	2.4671	2.4266	0.9834	1.9617	1.4637	2.4106	2.069
1500002O20Rik	13.3635	12.5451	12.3578	15.8638	11.381	11.8111	12.7649	13.7285	14.5199	13.1211	13.1278	12.578	13.2539	8.8534	13.8058	15.1268
1500003O03Rik	66.6649	92.6771	69.5905	68.5154	79.4292	67.6995	74.2296	64.3965	76.4957	70.6844	74.1021	66.3617	74.8695	72.9503	66.5431	76.1487
1500004A13Rik	0.1437	0.1718	0.0137	0.0968	0.1371	0.0695	0.0869	0.0922	0.1167	0.2018	0.2264	0.1608	0.0828	0.2135	0.0901	0.1079
1500009C09Rik	0	0	0	0	0	0	0	0	0.0265	0.0387	0	0	0	0	0	0
1500009L16Rik	4.2816	1.0911	2.3278	4.4133	1.3714	3.4406	2.1819	2.6381	2.9925	2.6171	4.8644	5.4677	2.7814	3.6974	3.639	2.1083
1500010J02Rik	5.9819	6.8958	6.7689	6.8127	6.8066	5.8962	6.7091	6.5334	6.9398	6.5815	5.6264	6.8911	6.2123	5.5259	7.0184	6.2397
1500011B03Rik	60.9705	34.8372	35.5482	33.2802	47.3218	30.7885	21.8253	37.9624	31.1746	19.6055	33.8025	17.1466	45.5055	23.2452	38.5763	15.2027
1500011H22Rik	18.0663	17.7679	19.0891	18.3065	20.0559	17.6194	18.4874	18.4685	23.305	17.8271	19.7152	14.2841	19.3054	22.0228	18.533	16.6254
1500011K16Rik	26.5254	19.835	26.4028	30.1464	33.4663	26.7205	33.8573	28.5861	26.0974	24.4754	23.2322	20.2013	26.0513	22.424	25.9104	35.6207
1500012F01Rik	25.9898	24.0382	18.3457	27.7608	21.5877	23.1075	18.1664	23.8541	21.4014	23.4791	14.9119	14.5724	23.6406	23.535	17.4601	26.4286
1500015A07Rik	1.9622	3.4188	1.419	1.4292	1.8315	1.8248	2.3377	2.1928	2.6423	2.5103	1.9569	1.9964	2.4402	3.033	2.9794	1.942
1500015O10Rik	0.6703	0.0734	1.1605	0.7144	0.7008	0.5378	1.2772	0.7014	0.8942	0.9392	0.9207	1.4972	1.5466	1.2879	0.9149	0.6174
1500016L03Rik	1.6068	7.5595	5.6966	2.3998	12.0807	2.1416	3.9033	3.4601	1.1944	2.1902	6.0275	0.5121	4.773	0.2515	6.7765	0.8996
1500017E21Rik	3.6039	1.4918	2.8893	4.25	2.3739	3.5231	2.4748	3.5875	3.0396	4.3157	3.2173	3.4465	3.1735	4.8832	2.8255	4.9281
1500026H17Rik	0.1855	0.7524	0.8349	0.3014	1.1538	0.5047	0.7266	0.3436	0.4016	0.3739	0.6925	0.2897	0.678	0.5912	0.6543	0.2751
1500031L02Rik	6.0231	9.6244	9.5657	7.2181	10.9723	8.245	8.0285	7.7869	8.8804	6.5528	10.3767	7.3616	8.3811	6.9669	9.1073	6.2783
1500032L24Rik	155.459	170.209	183.019	178.773	205.541	162.178	225.438	158.088	196.626	169.806	164.082	149.966	197.474	103.634	178.745	223.835
1500035H01Rik	6.5488	8.9654	6.999	7.6678	8.5941	6.8875	8.0926	7.1922	7.8976	6.285	8.0056	7.4308	8.0901	5.55	8.2729	7.1579
1500035N22Rik	0	0.1516	0	0.067	0.0556	0.1664	0.0599	0	0.1025	0.2236	0	0	0	0	0	0
1520401A03Rik	0	0.0215	0	0.038	0	0	0	0.0158	0	0	0	0	0.0162	0	0	0
1520402A15Rik	3.3117	4.8018	6.2729	2.783	9.2486	2.8511	4.3815	3.5671	3.7458	2.6065	6.3595	2.8616	5.8375	2.0447	6.9749	4.0372
1600002H07Rik	3.3139	2.9123	2.4404	2.7952	2.6904	2.98	2.9406	3.0095	3.2335	2.7812	4.0492	2.9962	2.7988	2.6465	3.5297	3.1318
1600002K03Rik	6.6222	3.6728	6.3483	5.1542	5.1637	6.4382	7.4024	5.0667	7.8711	7.393	6.2428	7.6627	7.2836	6.4827	7.2341	10.2922
1600010M07Rik	2.2333	0.4634	0.8128	2.7633	1.0228	0.5884	0.4559	1.782	0.3125	4.0719	1.1155	1.7587	1.3007	0.4941	0.6647	0.8825
1600012F09Rik	8.273	8.3153	9.7246	7.1296	8.7586	8.9242	9.7427	8.0857	8.5474	8.2983	8.3239	8.0586	7.0961	10.9767	8.5643	8.2372
1600012H06Rik	21.5893	19.1704	19.0726	20.5144	20.6516	20.9065	23.3402	20.9803	22.1033	22.357	19.2809	21.5115	22.3389	24.4349	20.7135	23.3273
1600012P17Rik	0	0	0	0	0	0	0.0186	0	0	0	0	0	0	0	0.0224	0
1600014C10Rik	6.5427	9.1952	8.5924	9.2918	8.5455	9.0848	6.3052	7.3256	6.2272	6.9598	7.5605	8.019	7.4877	7.6243	7.336	10.6438
1600014C23Rik	0	0	0	0	0	0	0	0	0.1004	0	0.1435	0	0	0	0.1425	0
1600014K23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1600015I10Rik	0	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0	0.0179
1600016N20Rik	0.2301	0.6011	0.5535	0.3801	1.1737	0.5715	0.4092	0.2954	0.6217	0.4258	0.7189	0.357	0.7357	0.291	0.7148	0.6586
1600020E01Rik	14.5693	13.8641	12.4835	11.3624	13.239	15.6481	16.4002	12.0683	19.8615	14.3663	15.1487	15.1452	15.5034	15.3593	16.9532	14.7367
1600021P15Rik	4.3922	6.6924	5.5094	4.3832	5.6849	5.6749	4.1128	4.7313	3.904	4.292	5.3208	3.9514	4.7145	4.976	4.9352	9.122
1600025M17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1600027N09Rik	7.6857	6.6113	8.5972	6.6327	7.4045	5.1707	6.682	7.2781	7.8305	7.2491	7.2854	6.1628	7.065	4.1094	6.8424	7.2536
1600029D21Rik	3.5272	19.1736	14.1796	9.4925	25.788	9.7459	16.9527	14.2942	23.0037	7.5195	20.9931	7.159	22.5932	9.5955	17.5535	32.3509
1600029I14Rik	0	0	0	0.0671	0	0	0	0	0.0513	0	0	0	0	0	0	0
1600029O15Rik	0.1127	0.0654	0	0.0869	0.1198	0.0242	0.052	0.0241	0.222	0.1622	0	0.048	0.0247	0.258	0	0.0753
1700001C02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
