tracking_id	enos_nn_db_pp_nt_0	enos_nn_db_pp_nt_1	enos_nn_db_pp_nt_2	enos_nn_db_pp_nt_3	enos_nn_db_pp_nt_4	enos_nn_db_pp_nt_5	enos_nn_db_pp_nt_6	enos_nn_db_pp_nt_7	enos_nn_db_pp_nt_8	enos_nn_db_pp_t_0	enos_nn_db_pp_t_1	enos_nn_db_pp_t_2	enos_nn_db_pp_t_3	enos_nn_db_pp_t_4	enos_nn_db_pp_t_5	enos_nn_db_pp_t_6
Gpr110	0.4472	2.6886	1.1109	1.3483	2.5245	1.057	0.9404	0.8962	1.2105	0.5957	1.2836	0.3692	1.4469	1.4576	1.37	0.7586
Gpr111	0.0598	0.0694	0.061	0.0768	0	0.0643	0.1379	0.0512	0.0942	0.1379	0.067	0.0892	0.0525	0.1184	0.0333	0.2263
Gpr112	0	0.006	0.0053	0	0.0262	0.0044	0	0.0044	0	0.0059	0	0	0.0091	0	0.0057	0
Gpr113	0	0	0	0.0163	0	0	0.0293	0	0	0	0.0356	0	0.0139	0.021	0	0
Gpr114	0.0703	0.0204	0.161	0.2882	0.1042	0.1209	0.1298	0.1354	0.0969	0.1823	0.1772	0.2989	0.2463	0.0926	0.0196	0.1565
Gpr115	0.0215	0	0.0328	0.0165	0	0.1107	0.0297	0	0.0127	0.0556	0	0.0549	0	0	0.0359	0.086
Gpr116	247.29	126.667	139.136	147.084	131.016	183.057	93.1985	233.589	146.823	178.269	107.738	148.795	115.216	186.66	111.844	141.79
Gpr119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr12	0.0296	0	0.0227	0.0228	0.0189	0.0191	0	0.019	0.0175	0.0256	0.0498	0.1136	0.039	0	0.0248	0
Gpr120	0.05	0.0437	0.1534	0.0773	0.4479	0	0.2423	0.225	0.296	0.1295	0.4215	0.1278	0.3953	0	0.3771	0.3344
Gpr123	0.1222	0	0.2178	0.0731	0.2933	0.1838	0.197	0.2175	0.3045	0.1525	0.1596	0.0607	0.3572	0.1078	0.2607	0.4075
Gpr124	26.0539	9.7141	17.2916	24.5802	11.4651	18.0752	13.2732	19.2016	15.5111	18.3342	28.5344	22.5115	16.4185	12.3664	19.0798	11.0955
Gpr125	16.5137	13.3535	16.1287	13.3398	15.6703	15.6725	13.3837	14.1832	10.9964	12.5833	17.7643	14.7604	15.2802	14.9489	14.673	11.5484
Gpr126	6.1948	2.7619	4.3467	5.5365	3.1836	4.243	3.9001	3.4399	4.4703	4.673	6.5138	6.283	3.8552	2.6635	4.4974	5.2619
Gpr128	0	0	0	0.0377	0.0156	0	0.0169	0.0157	0	0	0	0	0.0161	0	0	0
Gpr132	2.3994	0.3321	1.2097	4.9995	0.9379	1.089	0.6599	1.9943	0.435	5.4405	0.7106	2.5785	2.997	0.9142	0.7066	2.2574
Gpr133	1.5475	0.8779	0.9151	0.9696	0.6502	1.0864	1.061	1.1119	0.9651	1.0138	0.6496	1.2763	1.3466	1.735	0.7399	1.4153
Gpr135	0.0508	0.4433	0.1169	0.0785	0.1624	0.2287	0.0352	0.1306	0.2404	0.0877	0.1284	0.2271	0.0669	0.2477	0.2127	0.1698
Gpr137	17.0706	16.714	18.4331	15.8397	20.1996	15.2074	18.3919	15.0582	18.566	17.4695	15.6632	15.0411	21.4972	12.6436	19.0209	18.7938
Gpr137b	8.0313	8.5187	6.7308	8.1041	6.979	9.1285	6.3919	7.1324	7.4027	9.836	6.5078	8.3755	8.0299	5.8456	8.3158	6.1855
Gpr137b-ps	10.5853	8.3488	7.4261	12.5973	7.4779	9.201	7.9532	10.0764	8.0374	12.0451	8.5756	11.6986	9.5879	9.6665	9.3885	7.6034
Gpr137c	0.1088	0.2604	0.2081	0.021	0.2426	0.2103	0.1693	0.1746	0.1768	0.0235	0.0686	0.0522	0.1254	0.1073	0.091	0.1453
Gpr139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr141	1.8465	1.1252	0.9603	7.0189	0.8355	1.6564	0.3027	2.3315	0.1911	6.1019	0.9115	2.3358	2.4176	1.4322	0.9224	3.5062
Gpr142	0.0654	0	0	0.0506	0	0	0	0	0.0775	0	0	0	0	0	0	0
Gpr143	0.2489	0.3978	0.4449	0.2881	0.2649	0.1869	0.287	0.3996	0.3434	0.1075	0.4889	0.689	0.3824	0.0406	0.5208	0.3604
Gpr144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr146	67.9506	52.9992	47.4632	59.9629	42.0096	54.0176	56.4149	60.4524	57.8654	56.5286	32.2362	45.4086	40.1159	49.2219	37.4731	80.5476
Gpr149	0	0	0	0	0	0	0	0.0252	0	0	0	0	0	0	0	0
Gpr15	0.0545	0	0.0418	0.2527	0	0.0701	0	0	0	0.1411	0.0919	0.0696	0.1795	0	0	0.1093
Gpr150	0.6249	0.5985	0.55	0.5539	0.3386	0.6037	0.389	0.5816	0.3878	0.4588	0.3942	0.4392	0.2468	0.3383	0.3397	0.2922
Gpr151	0	0.0366	0.0322	0	0	0.027	0.029	0.027	0	0.0362	0	0	0.0276	0.0411	0.0351	0.0842
Gpr152	0.0497	0.0576	0.0127	0.0127	0.0211	0.0107	0.0229	0	0.0196	0.0286	0	0.0318	0.0218	0.0492	0	0.0221
Gpr153	6.3426	2.741	4.1488	8.0915	2.0824	4.1887	4.1939	4.2768	5.9743	9.978	9.7716	10.6741	8.109	3.9619	8.768	6.8201
Gpr155	5.4021	4.2104	4.8024	5.4768	3.8944	4.672	4.9846	4.3011	4.1163	3.5384	5.593	4.4998	3.4935	6.8837	3.7721	4.8728
Gpr156	0.395	0.0613	0.0754	0.0868	0.1255	0.1182	0.2145	0.2441	0.3331	0.3779	0.1777	0.2795	0.1207	0.182	0.1296	0.1318
Gpr157	2.7261	1.72	1.7198	2.5876	1.5859	1.8015	1.8186	1.7997	1.8016	1.9456	1.6056	1.8118	1.4991	1.4404	1.4384	1.4115
Gpr158	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0623	0	0
Gpr160	3.1984	5.6533	5.3699	3.1967	7.4298	3.198	3.2071	2.7881	3.7891	3.5324	5.5065	2.5652	5.1625	3.3149	5.8037	4.2159
Gpr161	1.5644	1.2718	0.8251	1.0186	1.1531	1.2536	1.3948	1.5175	1.6852	1.5012	1.0237	1.4881	0.9613	0.615	1.0179	0.2554
Gpr162	1.7797	1.5266	2.5708	1.999	3.5411	1.3059	2.1535	1.3795	1.6063	2.7118	4.4668	3.2064	4.2947	1.4887	3.347	1.3201
Gpr165	0.3489	0.0178	0.2197	0.1106	0.1045	0.0661	0.0851	0.0527	0.0606	0.0355	0.1725	0.2492	0	0.1421	0.0172	0.0137
Gpr17	1.7988	0.3879	0.5401	0.6775	0.6463	0.872	0.6431	1.0178	0.747	0.7397	0.9061	1.4353	0.9223	1.4907	0.5387	0.6041
Gpr171	0.1203	0.0523	0.069	0.2317	0.115	0.1355	0.0416	0.0772	0.0355	0.1558	0	0.1537	0.1583	0.0592	0.0754	0.2208
Gpr172b	4.4074	8.3278	6.1981	6.167	7.1091	5.3168	7.4158	4.8692	6.4516	5.1824	6.1947	5.5547	5.7693	4.9566	7.9819	8.9087
Gpr173	0.3059	0.39	0.2026	0.2041	0.2465	0.1446	0.4229	0.17	0.4336	0.37	0.0857	0.2867	0.3086	0.5851	0.3067	0.2178
Gpr174	0.0124	0.0113	0.0567	0.1997	0.0248	0.0084	0.0085	0.0501	0.0154	0.0534	0.0109	0.0245	0.0407	0	0.0109	0
Gpr176	2.3937	0.3467	1.3591	8.1105	1.1732	1.3824	1.0802	1.8119	3.7987	2.2551	2.7224	2.9323	2.647	3.4268	3.8184	2.3293
Gpr177	148.819	146.887	148.209	149.23	142.083	139.975	197.589	119.278	181	126.678	135.351	136.213	149.641	153.161	131.691	159.489
Gpr179	0.0206	0.0238	0	0.0106	0.0218	0.0177	0.0047	0.0176	0.0243	0.0415	0.0691	0.057	0.0135	0.0273	0.0573	0.0092
Gpr18	0.4821	0.2339	0.5753	0.8692	0.3771	0.2412	0.2225	0.6886	0.0634	0.786	0.0452	0.5474	1.1292	0	0.2693	0.4657
Gpr180	8.8632	8.3055	10.1393	9.1535	10.2337	9.6076	10.6255	9.9011	10.7419	7.6769	9.6619	8.6936	9.7369	9.8901	9.2448	9.3408
Gpr182	31.4614	39.8318	32.8436	30.6834	30.7228	43.2014	32.9843	29.6045	29.6954	28.1054	37.1787	32.5679	26.4253	30.3628	34.4672	32.8271
Gpr183	0.5369	0.1556	0.2737	0.8269	0.356	0.2883	0.2165	0.2439	0.3436	0.6378	0.3948	0.7005	0.5006	0.9066	0.43	0.2539
Gpr19	2.4948	1.9704	1.0201	0.9771	1.2	1.5602	1.585	1.7063	1.6483	1.7602	1.3695	1.2896	1.8433	0.8605	1.1658	1.5544
Gpr20	0.8771	0.1909	0.5034	0.5795	0.8986	0.5246	0.26	0.4825	0.5554	0.7576	0.5269	0.2402	0.433	0.4933	0.6288	0.2301
Gpr21	0.0291	0.1012	0.1779	0.0896	0.2778	0.2246	0.1206	0.1305	0.1546	0.4016	0.4154	0.2228	0.5356	0.1718	0.0729	0.2329
Gpr22	0.0141	0.0735	0.0861	0.0325	0.1254	0.0454	0.0487	0.0361	0.0666	0.0244	0.0237	0.036	0.0835	0.042	0.0471	0.0376
Gpr25	0	0	0	0	0.022	0.0665	0.0476	0	0.0204	0.0595	0.029	0	0.0453	0	0	0.3681
Gpr26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr27	0.2507	0.0548	0.1925	0.5332	0.6026	0.1611	0.3472	0.3627	0.1485	0.2704	0.7402	0.2401	0.2478	0.3648	0.3679	0.3774
Gpr3	0.1565	0.0545	0.0958	0.0965	0.399	0.1209	0.1082	0.1406	0.0185	0.2162	0.079	0.04	0.2472	0.0616	0.2355	0.1463
Gpr31c	0.2293	0.4016	0.3526	4.0253	0.5402	0.2454	0.3177	1.4266	0.1812	1.7139	0.1291	0.7805	1.5113	0	0.1925	1.4842
Gpr33	0	0	0	0.0776	0.0321	0.0323	0.0348	0	0	0	0.0423	0	0.1323	0	0	0.1007
Gpr34	0.2852	0.2485	0.4641	0.4949	0.3867	0.0918	0.1233	0.3204	0.6323	0.3695	0.33	0.8656	0.6338	0.5254	0.4773	0
Gpr35	2.6979	0.3194	0.9935	6.2718	1.0643	1.3852	0.7525	2.9072	0.6642	6.2775	1.0954	2.8335	2.0641	0.2094	0.7192	1.6001
Gpr37	0.0614	0.2845	0.1563	0	0.2863	0.1318	0.0848	0.0393	0.1087	0.0353	0.0687	0.0392	0.1346	0.1214	0.0854	0.0819
Gpr37l1	0.178	0	0.0681	0	0	0.0191	0.1641	0	0.0175	0	0.0748	0	0.0195	0	0.0248	0.2377
Gpr39	0.1475	0.6201	0.658	0.3976	0.5635	0.2693	0.272	0.4415	0.4647	0.4672	0.5165	0.1257	0.7119	0.0728	0.4726	0.8041
Gpr4	12.2901	5.8805	9.9911	9.957	7.6629	9.7745	4.5489	11.678	8.9062	8.5257	10.3283	10.54	6.7052	5.7566	8.0375	7.3499
Gpr44	0.025	0.0653	0.0574	0.0193	0.1435	0.0161	0.0865	0.0964	0.1331	0.1514	0	0.032	0.0659	0	0.0418	0
Gpr45	0.0337	0	0.0386	0	0	0.0109	0	0	0	0	0	0	0.0111	0	0.0282	0.0112
Gpr50	0.0377	0.0329	0	0	0.0482	0	0	0.0242	0	0.0978	0	0.0241	0	0	0.0316	0.0504
Gpr52	0.0663	0.1159	0.2036	0.1538	0.17	0.1703	0.0459	0.0426	0	0.0572	0.1118	0.0846	0.2183	0	0.1111	0
Gpr55	0	0.0905	0.0995	0.1403	0.0166	0.0838	0.036	0.1001	0	0.2022	0.1093	0.0332	0.0342	0	0.0435	0.0174
Gpr56	114.457	135.854	121.285	99.5636	161.033	107.116	98.5589	120.709	142.626	109.489	117.509	75.9457	126.205	106.112	134.574	127.771
Gpr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr61	0	0	0	0	0	0	0	0.0113	0.0209	0	0	0.0226	0	0	0	0
Gpr62	0.3064	0.2669	0.1043	0.3938	0.1737	0.1315	0.2355	0.2185	0.161	0.3528	0.1146	0.3045	0.1345	0.3682	0.0854	0.1365
Gpr63	0.506	0.4892	0.4731	0.2382	0.3582	0.5975	0.8942	0.6312	0.6146	0.4613	0.8036	0.6645	0.481	0.194	0.9636	0.8446
Gpr64	0.0558	0.3007	0.1491	0.0843	0.3426	0.1618	0.0771	0.1251	0.3457	0.1436	0.1522	0.1576	0.1192	0.3459	0.1863	0.0651
Gpr65	2.8447	0.8641	1.8736	21.0376	2.6998	2.1514	0.9151	2.951	1.134	6.3705	2.7546	6.6358	7.0116	0.9434	1.8537	2.6512
Gpr68	0.3833	0.3183	0.3104	0.4237	0.2727	0.3407	0.2673	0.5626	0.2455	0.6148	0.2563	0.5043	0.4052	0.2451	0.3015	0.301
Gpr75	0.1268	0.1474	0	0.0978	0.027	0.1088	0.2047	0	0.275	0.0365	0.0712	0.081	0.0835	0.0414	0.0708	0.0565
Gpr77	1.0101	0.2578	0.3642	1.364	0.5213	0.5037	0.303	0.7577	0.394	1.7126	0.5123	1.1324	1.0284	0.5472	0.3662	0.4197
Gpr81	5.0227	2.5817	5.2714	5.0943	1.8894	5.3697	3.7205	2.4925	3.0371	2.8759	12.0064	9.2732	4.3021	3.4319	8.5432	2.8068
Gpr82	0.1596	0.0694	0.0407	0.082	0.0678	0.1371	0.0184	0.1706	0.0629	0.1378	0.1789	0.051	0.14	0	0.1334	0.0533
Gpr83	0	0.0258	0	0.0229	0	0.0382	0	0	0.0175	0.0256	0.0499	0.0379	0.0195	0	0.0745	0.0198
Gpr84	0.5331	0.1162	0.2043	2.2973	0.1135	0.1429	0.0615	0.6848	0.1314	1.3423	0.3741	0.2554	1.1701	0.0435	0.2232	3.5034
Gpr85	0.0668	0.0581	0.0681	0.1372	0.2127	0.0861	0.077	0.1143	0.0526	0.0192	0.1498	0.1139	0.1466	0.044	0.1117	0.0297
Gpr87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr88	0.1326	0	0.2026	0.0437	0	0.1343	0.0786	0.0607	0.0447	0.0491	0.1432	0.0242	0.0498	0.0562	0.0475	0.1896
Gpr89	7.9075	10.9241	9.3943	9.7593	9.651	8.3929	9.1262	8.3215	8.644	7.6274	10.2263	9.0433	8.4317	11.1246	10.7811	10.0767
Gpr97	12.433	4.1044	9.0938	7.6674	8.6147	10.574	5.3548	13.26	9.6179	11.14	6.831	8.9724	7.4476	10.3251	10.1893	9.157
Gpr98	0.0392	0.0453	0.0274	0.0452	0.029	0.0295	0.0406	0.0377	0.0289	0.048	0.0301	0.0543	0.0537	0.0717	0.0382	0.037
Gprasp1	4.4658	5.1075	5.0896	3.3201	4.8381	4.4349	4.1217	3.6379	3.638	3.7824	4.6697	5.0245	4.0154	3.7147	4.269	4.1687
Gprasp2	1.0237	0.4448	0.7432	0.5659	0.4276	0.9281	0.5897	0.5361	0.527	0.5634	0.8815	0.7162	0.3929	1.1663	0.4712	0.3206
Gprc2a-rs5	0	0	0	0	0	0	0	0.0286	0	0	0	0	0	0	0	0
Gprc5a	14.0808	3.4465	5.2396	7.0279	5.4611	5.6623	9.7166	11.3069	15.3986	9.1628	5.5945	3.897	6.9199	8.6178	5.5901	11.3112
Gprc5b	29.563	13.9088	14.6449	18.0489	19.9887	24.1949	14.8515	39.0673	27.2111	29.3764	12.0998	16.118	13.6104	11.6166	17.0007	23.6629
Gprc5c	23.1235	36.3893	33.7594	25.1366	42.8668	25.8387	25.6673	19.3847	32.812	22.2156	40.8844	29.0084	35.9888	23.6761	46.5748	22.7277
Gprc5d	0	0	0	0	0	0.1027	0.0737	0.0342	0.0945	0.046	0.0449	0.068	0	0	0	0
Gprc6a	0	0	0	0	0	0	0	0	0	0	0	0.0147	0	0	0	0
Gprin1	0	0.0272	0.012	0.0121	0	0.0303	0	0.01	0.0185	0.0271	0	0	0.0103	0	0.0393	0.0209
Gprin2	0.3003	0.187	0.1972	0.0662	0.0822	0.0828	0.0891	0.1653	0.1015	0.1852	0.1445	0.274	0.113	0.126	0.0359	0.1434
Gprin3	3.4095	2.1727	3.5455	4.1578	1.1454	2.5658	2.5476	1.7656	1.6636	2.8359	8.7546	5.9413	2.0626	4.7543	4.8841	2.5584
Gps1	44.4228	51.5951	50.0768	45.3191	47.7413	44.352	53.3559	45.3924	47.6758	45.8792	44.103	43.4654	47.9506	44.6729	48.491	49.5729
Gps2	36.6199	34.728	29.5727	36.4703	32.4108	32.76	33.2653	34.4361	39.2333	35.458	33.2757	35.7973	34.7899	31.4814	31.8615	34.3155
Gpsm1	7.8916	4.5056	5.6596	6.36	4.7723	5.8526	6.1832	6.2603	6.456	6.9531	5.9914	6.8118	5.2957	5.5351	5.6329	5.5008
Gpsm2	2.8272	3.6128	3.6204	2.5221	2.6081	3.1861	5.1775	2.6654	4.0027	2.9443	1.5256	2.1658	2.2793	2.2246	2.5184	3.8359
Gpsm3	72.7342	70.9495	64.255	98.4054	56.7343	68.2276	119.398	67.1649	92.6804	83.1954	58.3529	72.9685	63.692	54.2436	60.4977	105.942
Gpt	0.6618	7.1587	2.3855	1.4416	5.3926	2.9322	1.1851	1.2999	1.105	1.0758	2.1955	1.5171	1.6149	1.5274	2.8019	0.7804
Gpt2	0.5804	3.8938	2.6615	1.1867	4.6835	2.2331	1.0157	0.9886	1.1354	0.7993	2.9253	2.3648	1.6232	2.2275	3.4851	0.702
Gpx1	238.543	352.875	282.675	387.093	464.853	312.721	174.955	265.573	224.275	315.861	315.375	273.202	300.579	179.806	383.549	232.487
Gpx2	0	0.0591	0	0	0.0434	0.0869	0.1873	0.1305	0.1201	0	0	0	0	0	0.0567	0.0905
Gpx2-ps1	0.0714	0.0625	0	0	0	0.0459	0	0.0459	0.0423	0	0	0	0	0	0.1198	0
Gpx3	447.7	4559.2	1412.46	678.397	3627.36	1924.2	1242.82	624.862	783.068	989.497	1075.01	1379.67	1247.21	664.418	2365.9	243.883
Gpx4	396.904	460.055	384.181	425.441	422.938	403.382	470.172	340.874	405.331	364.894	428.016	331.598	381.659	267.026	416.786	458.161
Gpx5	0.0421	0.0367	0.0323	0	0	0	0	0.027	0.0498	0.0363	0	0.0269	0	0	0	0
Gpx6	12.0663	79.2785	43.2464	11.0947	68.8449	20.6185	38.8236	18.4565	4.9267	13.5472	32.3062	6.635	23.7345	12.1769	19.1003	2.7273
Gpx7	11.38	6.9337	8.8232	7.8493	7.513	10.5055	11.3121	9.7547	13.3008	9.1657	8.6117	8.8688	9.3036	5.3889	7.6799	10.3445
Gpx8	48.5803	39.5069	47.1215	46.4662	42.4403	51.0145	78.4914	41.9384	61.6327	50.6074	38.1163	49.2335	48.7524	45.3444	43.1663	78.7858
Gramd1a	14.4806	10.1713	15.753	18.5637	15.0632	13.3993	11.1557	15.7457	15.3754	19.5632	14.5558	15.2752	15.5702	10.1813	15.4235	14.2947
Gramd1b	1.9691	5.8106	4.6068	4.0981	5.1782	3.3836	4.7653	2.7667	3.2958	3.6453	3.428	3.6702	3.5176	2.2001	4.0164	5.3048
Gramd1c	1.5202	3.3898	2.5625	2.2154	2.926	2.3528	3.8881	2.1018	3.2001	2.1769	2.2058	1.8926	3.0516	1.5639	2.1937	3.1195
Gramd2	0.051	0.1336	0.0783	0.1183	0.0979	0	0.0707	0.0656	0.2416	0.0881	0.086	0.0326	0.0672	0	0	0.1024
Gramd3	5.213	8.0746	6.5154	5.3672	9.1494	5.9965	6.8754	5.0898	5.8743	4.9646	6.6264	4.3061	8.4688	6.4756	7.0572	5.942
Gramd4	17.9055	8.8096	8.2787	13.389	7.7832	8.9433	11.1636	10.8307	12.2164	13.5998	16.8173	16.7115	13.0827	9.0961	16.6598	11.9368
Grap	59.9307	29.1419	50.3641	41.8407	36.1134	55.13	31.4787	57.8597	40.9841	35.3481	46.7713	49.0106	37.0022	39.3657	36.5394	30.5769
Grap2	0.2256	0.0588	0.3277	0.5211	0.3302	0.4942	0.1716	0.4051	0.1199	0.4677	0.2085	0.3892	0.7571	0	0.2828	0.4216
Grasp	54.2196	20.3021	25.1169	28.7524	27.1102	40.4506	24.3384	55.4111	30.7835	29.6957	22.2004	24.8958	21.6891	26.1477	20.4522	20.3973
Grb10	15.2072	13.8724	12.4063	9.0519	11.6917	13.2398	11.0397	12.6815	12.4618	9.2564	11.8903	12.5354	9.4352	14.8025	11.1577	8.4846
Grb14	4.2519	15.6487	11.9962	5.0232	16.4679	6.6902	7.8507	5.6786	7.824	6.4852	12.6642	5.2577	15.1471	6.6061	10.9001	6.7338
Grb2	46.1546	41.2924	41.8229	60.2964	41.8602	43.8013	40.7618	44.8584	44.4132	47.1081	41.299	46.3282	44.3452	43.0436	40.1837	47.34
Grb7	2.694	15.7091	9.9433	3.6591	15.0214	6.5123	7.2406	5.2211	6.9417	4.654	6.9117	3.9574	10.5112	3.2858	9.6131	5.1923
Grcc10	115.616	137.987	144.888	129.406	169.392	120.507	142.492	117.826	116.329	117.501	138.412	107.912	138.382	78.3833	146.206	124.77
Greb1	0.4975	1.2748	1.0127	0.0364	0.0401	0.5653	0.7094	0.0607	0.0885	0.1638	0.7488	0.4593	1.2311	0.778	0.6591	0.7636
Greb1l	0.1211	0.6242	0.2196	0.1048	0.2355	0.2002	0.1203	0.2328	0.1608	0.1701	0.1842	0.1258	0.1145	0.226	0.3096	0.1111
Grem1	0.7527	0.4739	4.4529	0.5485	7.13	0.8612	0.3761	2.202	1.6074	0.3249	4.3301	3.1251	24.2846	0.1638	9.2053	2.3472
Grem2	0.539	1.1787	7.3482	0.5487	11.0464	0.7958	0.3967	1.7058	3.7171	1.187	5.3601	2.3671	15.9386	0.379	8.4828	5.2215
Grhl1	0.6352	1.1051	0.5183	0.754	0.8626	0.4774	0.9245	0.6109	0.8262	1.2985	0.5885	0.5778	0.5082	1.0678	0.7868	0.921
Grhl2	0.4825	2.6164	2.2312	0.7925	3.0411	1.0259	1.6314	1.0282	1.9247	0.6762	2.135	0.7002	2.7713	0.6473	2.6679	1.7835
Grhl3	0.0713	0.062	0.0727	0.0183	0.1512	0.1071	0.0821	0.0762	0.0702	0.041	0.0998	0.0152	0.0625	0.0469	0.139	0.0317
Grhpr	8.7148	26.2161	14.527	12.4461	27.6468	16.6238	11.1469	7.9398	8.2336	10.2102	17.178	11.9034	13.953	9.8201	21.5262	7.5276
Gria1	0	0	0.0087	0.0087	0.036	0.0293	0	0.0073	0	0.0294	0	0.0145	0	0.0789	0.0095	0.0076
Gria2	0	0	0.0143	0.0072	0	0	0	0	0.0055	0.0162	0.0157	0.012	0.0308	0.0743	0.0156	0.0062
Gria3	0.062	0.3233	0.1611	0.0668	0.3626	0.192	0.1458	0.1988	0.2051	0.2895	0.0833	0.2141	0.1143	0.1109	0.3108	0.0993
Gria4	0.4101	0.0718	0.1354	0.0727	0.0362	0.1871	0.098	0.0757	0.0488	0.2552	0.6004	0.2316	0.0777	0.0821	0.2423	0.0867
Grid1	0.0953	0.116	0.1166	0.0147	0.2304	0.1475	0.1713	0.1345	0.0676	0.0988	0.0801	0.0975	0.0376	0.2076	0.1593	0.0254
Grid2	0	0	0	0	0	0	0	0	0	0.0188	0.0183	0	0	0.2149	0	0
Grid2ip	0.0189	0.0328	0.0144	0	0.012	0.0243	0	0.0242	0	0.0653	0	0	0.0497	0.0748	0.0631	0.0378
Grifin	0.157	0	0	0.1227	0	0	0	0	0	0	0	0	0	0	0	0
Grik1	0	0	0	0.014	0	0	0	0	0	0	0	0	0.036	0	0	0
Grik2	0.0675	0	0.1031	0	0.0257	0.0087	0.0093	0.1211	0.0717	0.0816	0.034	0.0259	0.0266	0.2009	0.0113	0.027
Grik3	1.6857	0.8003	0.7919	1.2184	0.9603	1.3987	0.8363	1.0709	1.1054	0.7845	0.9369	0.7598	0.327	1.6781	0.5952	0.3075
Grik4	0	0	0	0	0	0.0486	0	0.0121	0	0.0163	0	0	0	0	0	0
Grik5	6.4718	6.7282	7.0168	6.4019	7.8749	5.2314	6.5351	5.5508	7.1931	6.7779	8.4666	6.1071	8.8181	4.2643	8.5195	5.7656
Grin1	0.0682	0.0354	0.0391	0.0314	0.0259	0.033	0.0282	0.0654	0.1159	0	0.0856	0.0391	0.0561	0.0403	0.0511	0.0136
Grin2a	0	0.0125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grin2b	0	0.0369	0.0065	0	0	0	0.0176	0.0054	0	0.0073	0.0071	0	0.0056	0.0169	0	0.0057
Grin2c	0	0.0687	0.0201	0.0101	0.0419	0.0765	0.0182	0.0676	0.0389	0.0456	0.0443	0	0.0954	0	0.022	0
Grin2d	0.4137	0.2824	0.316	0.3751	0.3287	0.3239	0.3268	0.3126	0.4798	0.3192	0.7071	0.4344	0.3791	0.2491	0.3948	0.2464
Grin3a	0.3322	0.8153	0.4033	0.1203	0.3108	0.2393	0.4728	0.4511	0.0462	0.726	0.3611	0.5245	0.4501	0.116	0.3592	0.1695
Grin3b	0.52	0.4695	0.5198	0.4004	0.4326	0.4899	0.4702	0.3078	0.4016	0.5184	0.5041	0.4602	0.3291	0.3365	0.6183	0.4539
Grina	100.136	145.992	85.393	103.413	115.472	86.2504	86.7024	72.3874	81.6255	124.726	115.175	85.8808	98.4877	61.3574	117.116	124.3
Grinl1a	99.8171	115.219	109.823	106.036	117.829	111.415	112.634	109.204	106.34	106.441	104.114	107.781	107.912	98.2104	102.242	125.934
Grip1	0.9096	0.5604	0.4295	0.2276	0.5318	0.7264	0.5608	0.3367	0.3993	0.2714	1.0798	0.2846	0.4407	0.6008	0.7324	0.6436
Grip2	5.7762	2.1764	7.2063	3.1421	4.7209	8.0634	3.3342	6.5697	5.3775	6.9516	6.6482	8.0409	6.6609	8.2865	6.1415	4.8063
Gripap1	16.5385	15.1856	15.0571	16.3099	14.4129	14.6216	15.205	16.6632	17.0897	19.9331	16.2271	16.3861	16.0298	12.8496	16.6082	21.5976
Grit	11.7955	22.9124	16.4584	12.997	14.3946	14.813	19.4594	12.5316	11.85	15.9791	14.1637	14.2529	13.218	13.3855	10.7221	16.3366
Grk1	0.2579	0.1567	0.1379	0.1653	0.1256	0.1885	0.101	0.2645	0.2334	0.2601	0.1082	0.2308	0.1188	0.2309	0.1579	0.1434
Grk4	1.9763	1.6341	2.7473	2.1427	1.8987	2.5869	2.2636	2.1415	2.3904	2.4036	2.3714	2.519	2.1758	2.6616	2.0587	2.1555
Grk5	17.6998	12.2748	13.5781	16.9902	10.8669	12.6882	15.5863	14.5643	16.1031	20.8546	13.7409	16.1537	14.5906	16.9969	15.7411	21.8859
Grk6	21.4389	12.4111	16.2079	19.4268	13.4842	15.9042	15.1353	19.7798	15.5649	21.1107	16.3686	18.812	16.5584	13.6975	17.5234	16.0724
Grlf1	22.0045	24.3339	22.3535	20.0073	20.8838	19.8233	18.6812	18.5293	18.1416	20.1221	25.9865	22.1514	19.5873	18.4016	21.4732	16.1646
Grm1	0	0	0	0	0.0391	0	0	0	0.0182	0.0399	0	0.0098	0.0203	0.0458	0.0126	0.0205
Grm2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grm3	0	0	0	0	0	0	0	0	0.0109	0.0159	0	0	0.0364	0	0	0.0123
Grm4	0.1768	0.5189	0.4056	0.017	0.0844	0.1282	0.5043	0.2552	0.2481	0.3628	0.13	0.1554	0.0727	0.0874	0.0739	0.0148
Grm5	0.0076	0	0	0.0058	0	0	0	0.0097	0.0045	0	0.0063	0	0.005	0.0151	0	0
Grm6	0	0.013	0	0	0	0.0096	0	0	0	0.0129	0	0.0096	0	0	0	0
Grm7	0	0	0.0119	0	0.0197	0	0.0107	0.0099	0	0.0402	0	0.0198	0	0	0	0.0207
